neighborhood,sqft,bedrooms,bathrooms,lot_size_sqft,year_built,stories,garage_spaces,has_basement,has_porch,renovated_last_10yrs,fireplace,condition_score,distance_to_downtown_km,crime_index,school_rating,walk_score,property_tax_annual,vacant_lot_nearby,sale_price
Morningside,545.0,4,1.5,5402.0,1962,2.0,2.0,1,1,0,0,3.5,4.99,60.7,2.9,35.0,762.0,0,12000.0
West Village,1887.0,3,1.5,4605.0,1965,2.0,1.0,0,1,0,1,5.6,1.56,15.3,6.9,66.8,2152.0,0,322124.0
Cody Rouge,940.0,3,2.5,7089.0,1989,1.0,2.0,1,0,1,0,6.7,9.82,92.6,2.1,56.7,2216.0,1,12000.0
East English Village,1073.0,3,1.0,5892.0,1940,2.0,2.0,1,0,0,0,3.9,7.9,59.9,3.0,51.4,2241.0,0,12000.0
Palmer Woods,755.0,2,1.5,8748.0,1936,1.0,1.0,0,1,0,0,6.7,7.85,54.8,8.6,64.8,2197.0,0,274210.0
East English Village,930.0,2,1.5,7189.0,1943,1.0,0.0,1,1,0,0,6.7,6.88,64.8,6.0,25.0,1629.0,0,12000.0
Cody Rouge,1609.0,2,1.5,2779.0,1954,2.5,1.0,0,1,0,0,3.1,13.56,83.4,4.8,43.8,2515.0,0,12000.0
Midtown,775.0,3,2.0,6782.0,1937,1.0,0.0,1,0,0,1,8.5,12.47,53.9,7.0,64.9,879.0,0,157165.0
Grandmont-Rosedale,1499.0,2,1.5,3169.0,1929,2.0,1.0,1,0,0,0,6.2,13.3,48.1,6.2,32.2,1413.0,0,65195.0
Palmer Woods,1057.0,3,1.5,5808.0,1907,1.5,1.0,0,1,1,1,6.2,7.38,75.6,6.2,24.4,1842.0,0,355773.0
Bagley,1054.0,4,1.0,6225.0,1951,1.5,1.0,1,1,1,0,8.7,9.17,50.1,6.1,26.1,2599.0,0,143431.0
Palmer Woods,1569.0,2,1.5,3651.0,1957,1.0,1.0,1,1,1,0,3.8,0.5,66.2,8.9,60.1,826.0,0,412439.0
Greenfield,849.0,3,1.0,2727.0,1932,1.5,1.0,1,1,1,1,4.2,14.67,46.1,3.9,67.7,2071.0,1,12000.0
Brightmoor,2903.0,2,1.0,4750.0,1951,1.0,2.0,1,1,0,0,6.0,2.91,96.8,3.8,63.2,1273.0,0,126249.0
Grandmont-Rosedale,595.0,2,1.0,7067.0,1961,2.0,1.0,1,1,1,0,5.2,8.27,68.8,5.0,56.0,1536.0,0,20613.0
Bagley,1084.0,1,1.0,7376.0,1990,1.0,2.0,0,1,0,1,5.4,15.29,46.4,6.2,44.9,3633.0,0,50858.0
Morningside,1625.0,2,1.0,6472.0,1902,1.5,0.0,1,1,0,0,5.2,4.29,69.5,5.6,68.6,300.0,0,47027.0
Morningside,751.0,3,1.5,5014.0,1945,1.0,0.0,0,0,0,1,3.7,7.74,92.9,5.2,43.7,878.0,1,12000.0
Indian Village,1610.0,3,3.0,3153.0,1947,1.5,1.0,1,0,0,1,,0.5,48.6,8.5,59.3,907.0,0,356988.0
Corktown,1916.0,4,1.0,3915.0,1920,1.0,1.0,1,1,0,0,5.6,15.7,59.7,5.8,49.7,2147.0,0,198762.0
Palmer Woods,1290.0,3,1.5,7803.0,1967,1.5,0.0,1,1,0,0,5.4,1.01,37.8,6.8,57.8,789.0,0,435993.0
Midtown,1269.0,2,1.0,8000.0,1933,1.0,2.0,0,0,0,0,7.4,8.66,43.7,8.9,53.0,1842.0,0,163167.0
University District,1485.0,2,1.0,1200.0,1957,1.5,1.0,1,1,1,0,7.7,20.84,40.5,5.9,35.3,2168.0,0,123018.0
West Village,1591.0,4,2.0,6720.0,1953,2.0,1.0,1,1,0,0,5.4,9.28,67.2,6.0,37.4,300.0,0,162288.0
Jefferson-Chalmers,1244.0,1,2.0,2887.0,1919,1.0,1.0,1,0,1,0,6.7,7.77,61.3,6.8,43.8,1386.0,0,61664.0
West Village,1900.0,4,2.0,4297.0,1950,2.0,2.0,1,1,1,1,4.2,3.43,53.0,8.1,53.6,2678.0,0,296558.0
Jefferson-Chalmers,1387.0,2,1.0,4318.0,1967,2.0,1.0,1,1,0,1,5.4,11.69,70.6,5.6,88.4,1725.0,0,23636.0
Grandmont-Rosedale,1927.0,4,2.5,8235.0,1956,1.5,0.0,1,1,0,0,6.2,11.05,45.2,6.9,48.9,2373.0,0,154616.0
Russell Woods,1437.0,3,1.0,3139.0,1940,1.0,0.0,0,1,0,0,6.3,11.58,68.8,4.9,27.0,3147.0,0,12000.0
Jefferson-Chalmers,1126.0,4,1.0,4230.0,1945,1.0,2.0,0,1,0,0,4.7,5.84,41.2,6.3,62.1,1354.0,1,12000.0
Boston-Edison,1981.0,2,2.0,5012.0,1944,1.0,0.0,1,0,0,1,4.4,13.32,29.6,6.4,38.4,2197.0,0,254277.0
Greenfield,1717.0,4,1.5,4739.0,1942,2.0,0.0,1,1,0,0,2.2,6.58,66.7,6.2,50.9,1907.0,0,12945.0
West Village,1315.0,4,2.0,5699.0,1929,2.0,2.0,0,1,0,0,8.6,11.67,49.0,7.7,48.4,1895.0,0,224732.0
Grandmont-Rosedale,706.0,2,2.0,4571.0,1910,1.0,2.0,1,1,0,1,6.7,14.04,53.4,6.2,31.9,2086.0,0,12000.0
Grandmont-Rosedale,1303.0,3,2.5,4529.0,1947,2.5,0.0,1,0,0,0,6.9,10.72,53.8,6.6,27.5,1737.0,1,59488.0
Morningside,949.0,3,3.0,6095.0,1969,1.0,0.0,1,1,0,1,4.9,5.95,55.4,4.5,62.0,944.0,0,21087.0
West Village,2104.0,4,1.0,6466.0,1933,1.0,1.0,1,1,1,0,6.4,7.1,34.0,7.7,24.8,577.0,0,293564.0
Brightmoor,790.0,2,1.5,4761.0,1918,2.0,1.0,1,1,0,0,6.5,3.74,78.3,3.6,62.7,1935.0,1,12000.0
Palmer Woods,647.0,3,1.5,5685.0,1932,2.0,2.0,1,1,1,0,5.8,9.57,24.6,6.7,73.4,1540.0,0,266410.0
Palmer Woods,1606.0,2,2.0,2942.0,1941,1.5,0.0,1,0,0,0,6.6,7.42,48.7,9.6,60.5,1837.0,0,354414.0
Chadsey-Condon,902.0,1,1.0,5526.0,1934,1.0,0.0,1,0,0,0,5.1,13.39,66.9,4.5,61.1,2204.0,1,12000.0
Sherwood Forest,2478.0,2,2.0,6224.0,1956,1.0,0.0,1,1,0,0,6.1,11.65,55.2,6.0,39.5,3325.0,0,221915.0
Midtown,1139.0,3,1.5,7415.0,1942,1.0,2.0,1,1,0,0,7.6,6.47,87.5,4.9,63.6,2383.0,0,177636.0
Palmer Woods,1074.0,3,1.5,2889.0,1930,2.5,0.0,1,0,1,0,5.2,6.52,36.5,6.3,45.4,1360.0,0,426703.0
University District,480.0,2,1.0,3746.0,1937,1.0,2.0,1,0,0,0,5.9,3.79,67.8,7.5,51.6,1382.0,0,37773.0
Sherwood Forest,1819.0,2,1.5,6707.0,1948,1.0,1.0,0,1,0,0,4.0,13.27,28.5,4.9,53.2,2593.0,0,131054.0
University District,1640.0,5,2.0,1709.0,1935,1.0,2.0,1,1,0,0,6.5,2.76,54.9,5.7,84.6,1931.0,0,207577.0
East English Village,800.0,4,2.0,2832.0,1913,1.0,2.0,1,1,1,1,8.0,9.16,49.2,3.8,29.0,1763.0,0,12000.0
Indian Village,1357.0,3,1.5,3827.0,1965,1.0,2.0,1,1,0,1,5.7,3.44,73.0,9.1,51.3,1640.0,0,362420.0
Bagley,1887.0,1,1.5,4492.0,1938,1.0,0.0,0,0,0,1,3.7,11.82,56.8,5.1,44.0,1451.0,1,31841.0
Jefferson-Chalmers,999.0,3,1.5,5910.0,1914,1.0,0.0,0,1,0,0,2.8,16.86,52.4,4.2,25.3,2335.0,0,12000.0
Greenfield,1373.0,2,1.0,6513.0,1947,1.0,1.0,1,1,0,0,2.1,12.35,72.7,4.9,52.9,1731.0,0,12000.0
Cody Rouge,1097.0,1,2.0,4308.0,1979,1.0,2.0,1,0,1,0,4.0,4.86,78.0,4.3,45.0,2633.0,0,12000.0
Corktown,524.0,4,1.0,4392.0,1958,1.0,0.0,0,1,0,0,4.8,8.96,53.0,5.7,48.5,300.0,0,149987.0
Brightmoor,1530.0,3,1.0,1638.0,1947,2.5,1.0,0,1,0,0,1.8,16.79,79.0,4.7,60.1,2703.0,0,12000.0
University District,2188.0,3,2.0,5181.0,1929,2.0,0.0,1,0,0,0,6.1,7.32,67.9,7.9,36.2,2078.0,0,213414.0
Lafayette Park,1888.0,3,1.0,3507.0,1957,1.0,0.0,1,1,1,1,4.2,4.84,47.5,6.8,37.4,2326.0,0,205221.0
Brightmoor,538.0,3,2.0,2364.0,1919,1.0,0.0,0,1,1,0,4.1,7.99,87.0,3.1,42.6,1552.0,1,12000.0
East English Village,1507.0,4,1.0,1200.0,1967,1.0,1.0,1,1,0,0,4.9,11.24,82.1,5.8,53.7,1001.0,0,37052.0
Chadsey-Condon,1673.0,2,2.0,5451.0,1991,1.0,,1,1,0,0,,8.61,70.9,,,3819.0,0,12000.0
Indian Village,1695.0,3,1.0,3465.0,1949,1.0,0.0,0,1,1,1,5.7,9.72,58.2,8.4,51.2,1884.0,0,366284.0
Indian Village,1443.0,2,1.0,4627.0,1960,1.0,1.0,1,1,1,0,5.6,3.73,18.2,5.4,61.8,3087.0,0,261766.0
Greenfield,1144.0,3,2.5,4105.0,1941,1.5,1.0,1,1,0,0,3.0,8.95,91.6,6.1,38.6,458.0,1,12000.0
Boston-Edison,1707.0,3,1.5,5986.0,1961,2.5,1.0,1,1,0,0,6.1,11.52,32.8,6.8,47.5,774.0,0,248399.0
Lafayette Park,1300.0,3,2.0,4360.0,1939,1.0,1.0,1,0,0,0,2.3,11.61,61.4,5.8,45.6,2557.0,0,84831.0
Greenfield,1068.0,3,1.0,4582.0,1932,2.0,0.0,1,1,0,1,4.7,4.13,95.7,5.5,30.9,1238.0,0,12000.0
Boston-Edison,951.0,2,1.0,3918.0,1956,1.0,1.0,1,1,0,0,6.7,4.64,41.8,7.4,35.7,2718.0,0,186841.0
Warrendale,1652.0,3,1.0,5828.0,1929,1.0,2.0,1,1,1,0,6.0,3.15,98.2,3.3,47.7,3535.0,0,48356.0
Warrendale,993.0,3,1.0,5461.0,1943,1.0,0.0,1,1,0,1,4.6,13.88,79.0,2.4,62.8,1588.0,1,12000.0
Morningside,1816.0,4,1.0,5940.0,1915,2.0,1.0,0,1,0,1,4.9,6.82,82.6,2.9,33.2,917.0,0,37923.0
Indian Village,1578.0,4,2.0,2235.0,1950,2.0,1.0,1,1,0,1,5.7,10.42,42.4,8.2,60.0,2192.0,0,376518.0
Indian Village,1456.0,4,1.5,2828.0,1989,1.5,2.0,1,1,1,1,5.2,12.54,64.5,6.7,54.7,1592.0,0,352414.0
Palmer Woods,1184.0,4,1.0,7004.0,1976,1.0,1.0,1,0,1,0,3.9,15.52,58.6,7.3,40.8,2489.0,0,313225.0
Jefferson-Chalmers,1852.0,3,1.0,4251.0,1976,2.0,2.0,1,0,1,1,4.8,11.65,53.4,4.7,26.6,1534.0,0,74279.0
Indian Village,837.0,3,1.0,8307.0,1973,1.5,1.0,1,1,0,0,,6.29,82.6,7.7,47.1,1854.0,0,264614.0
Warrendale,1757.0,5,1.5,5611.0,1929,2.0,2.0,1,1,1,0,4.0,9.8,82.3,3.6,57.6,1075.0,0,56484.0
Corktown,1019.0,3,1.0,3985.0,1935,1.0,0.0,1,0,0,0,6.0,5.7,56.4,7.8,69.2,701.0,0,241147.0
Greenfield,2045.0,3,2.0,1724.0,1970,1.0,2.0,1,1,0,0,6.0,0.5,66.3,3.6,54.7,602.0,0,68064.0
West Village,680.0,4,1.0,5924.0,1986,1.0,2.0,1,0,0,1,7.4,12.22,62.5,6.0,38.4,450.0,0,167335.0
West Village,1798.0,2,2.5,4501.0,1934,2.0,1.0,1,1,0,0,5.1,8.19,59.6,7.5,28.1,822.0,0,201472.0
Greenfield,1597.0,3,1.5,2482.0,1926,1.5,2.0,1,0,0,1,3.9,4.5,74.9,4.5,60.6,998.0,0,12000.0
Jefferson-Chalmers,875.0,4,2.5,2622.0,1942,2.0,0.0,1,1,0,1,5.0,14.43,72.6,4.2,43.8,1221.0,0,12000.0
Bagley,1198.0,3,2.0,4519.0,1916,1.0,1.0,1,1,0,1,4.3,18.19,64.8,6.4,44.0,1579.0,0,43686.0
Greenfield,1336.0,3,1.0,3954.0,1963,2.0,2.0,1,0,0,0,5.4,14.6,57.1,4.5,26.4,1488.0,1,12000.0
West Village,1633.0,3,2.5,2964.0,1934,1.5,1.0,1,1,0,1,6.5,10.4,60.3,8.0,50.5,2126.0,0,217094.0
Chadsey-Condon,1038.0,3,1.0,6291.0,1973,2.0,1.0,1,0,0,0,1.4,2.69,100.0,1.5,58.0,2689.0,1,12000.0
Cody Rouge,1616.0,2,1.0,6063.0,1942,2.5,2.0,0,1,0,0,3.5,16.59,79.8,7.8,44.3,2612.0,0,12000.0
Palmer Woods,1566.0,4,1.5,1712.0,1961,2.0,,1,1,0,0,,10.53,60.7,,,1402.0,0,317767.0
Lafayette Park,480.0,2,1.5,5470.0,1984,1.5,0.0,1,1,0,0,5.5,11.01,49.0,4.6,57.7,2555.0,0,56291.0
West Village,1237.0,3,1.5,7094.0,1944,2.0,0.0,1,0,0,0,7.7,5.38,75.7,5.6,60.2,300.0,0,192041.0
Sherwood Forest,1046.0,2,1.5,4510.0,1938,2.0,1.0,1,0,0,0,6.2,12.54,61.1,5.9,36.6,3052.0,0,82522.0
Bagley,1850.0,1,1.5,7555.0,1914,1.0,1.0,1,1,0,0,7.5,11.9,66.2,4.9,52.0,2315.0,0,111045.0
Midtown,1098.0,3,2.0,2403.0,1947,2.5,0.0,0,0,0,1,5.5,2.7,56.5,6.7,42.5,1057.0,0,133354.0
Palmer Woods,2307.0,2,1.5,6021.0,1963,1.0,1.0,0,1,0,0,6.8,20.0,62.9,7.8,43.9,2242.0,0,431645.0
Cody Rouge,814.0,3,2.5,2445.0,1994,2.0,0.0,1,1,0,1,3.3,8.15,81.1,4.2,43.5,1782.0,0,12000.0
Bagley,480.0,3,1.5,3160.0,1929,2.0,1.0,1,1,0,1,7.2,6.79,35.6,5.3,64.2,741.0,0,38528.0
Midtown,480.0,4,1.0,3056.0,1938,2.0,0.0,1,1,1,0,5.9,12.78,15.8,7.2,29.8,1812.0,0,109452.0
Brightmoor,2499.0,2,2.0,4104.0,1942,1.5,0.0,0,1,0,1,2.8,10.97,58.9,3.4,57.7,2576.0,1,23462.0
Cody Rouge,2482.0,3,3.0,5243.0,1950,1.5,0.0,1,1,0,1,1.1,13.74,98.1,3.4,43.5,1648.0,0,28950.0
University District,944.0,3,1.0,4295.0,1968,2.0,2.0,1,1,0,0,6.1,16.3,42.0,7.6,68.2,1800.0,0,81876.0
Sherwood Forest,1420.0,3,1.0,1688.0,1936,2.0,1.0,1,1,0,1,7.4,16.92,84.2,6.7,14.7,1210.0,0,57261.0
Greenfield,1738.0,3,1.0,3524.0,1968,1.5,1.0,1,1,0,0,6.6,10.08,62.5,6.1,46.0,2306.0,0,45472.0
Jefferson-Chalmers,1374.0,2,1.0,4171.0,1926,1.0,1.0,0,1,0,1,4.4,9.28,69.9,5.5,24.4,1746.0,1,12000.0
Jefferson-Chalmers,1392.0,2,2.0,5209.0,1927,1.0,,1,0,1,0,,8.28,70.0,,,1227.0,0,51789.0
West Village,1719.0,1,1.0,3036.0,1946,2.0,0.0,1,1,0,0,7.4,11.19,64.5,6.6,65.6,300.0,0,228331.0
Lafayette Park,1824.0,4,1.0,3998.0,1975,1.0,1.0,1,0,0,0,5.7,7.0,51.5,6.3,42.0,751.0,0,184181.0
Palmer Woods,1794.0,3,2.0,1825.0,1935,1.0,0.0,1,0,0,1,5.6,10.06,59.8,8.2,39.2,1461.0,0,337378.0
Lafayette Park,2147.0,1,2.0,3951.0,1943,2.5,0.0,1,1,0,0,4.4,11.34,70.7,6.7,52.2,1649.0,0,127914.0
East English Village,954.0,3,2.5,5220.0,1941,1.0,0.0,1,0,0,0,,15.05,58.1,,,1536.0,0,12000.0
Chadsey-Condon,2073.0,2,1.5,5038.0,1952,1.0,2.0,1,0,0,0,2.6,10.8,99.2,4.5,62.7,850.0,0,12000.0
Sherwood Forest,1389.0,4,3.0,2961.0,1939,1.0,1.0,0,0,1,0,5.3,13.88,50.9,7.5,33.9,1477.0,0,97841.0
Brightmoor,1421.0,4,2.0,3995.0,1938,1.0,1.0,0,1,0,1,6.0,3.17,66.2,4.8,62.6,1869.0,0,23707.0
West Village,2155.0,3,2.0,6857.0,1946,1.0,0.0,1,1,0,1,7.1,8.55,66.2,7.0,47.2,1982.0,0,291215.0
Warrendale,2837.0,4,1.0,5224.0,1940,1.0,1.0,1,0,0,0,7.2,4.94,46.4,4.7,60.8,2053.0,0,175422.0
Chadsey-Condon,1401.0,3,1.0,4079.0,1990,1.0,0.0,1,0,0,0,4.8,9.8,77.6,3.8,49.5,1416.0,0,12000.0
Indian Village,1849.0,3,2.5,4566.0,1916,2.0,0.0,1,0,0,0,5.3,10.24,40.3,7.0,29.8,1361.0,0,321704.0
Palmer Woods,671.0,4,2.5,6484.0,1930,1.0,1.0,1,1,0,0,8.7,2.34,60.3,8.2,37.7,1196.0,0,423823.0
Russell Woods,817.0,2,1.0,4675.0,1953,1.0,1.0,1,0,0,0,4.6,0.53,60.5,6.6,27.1,1207.0,0,12000.0
Palmer Woods,1383.0,3,1.5,5421.0,1952,2.0,,1,1,0,0,,0.5,40.1,,,1172.0,0,385204.0
Grandmont-Rosedale,974.0,4,1.0,5396.0,1941,1.0,0.0,1,1,1,1,4.8,21.07,81.4,3.7,45.3,2350.0,0,19496.0
East English Village,1757.0,5,1.0,5233.0,1933,2.0,1.0,1,1,0,0,6.0,5.56,56.0,4.4,57.9,1760.0,1,84356.0
Lafayette Park,593.0,3,1.5,7485.0,1964,2.0,0.0,0,1,0,1,7.5,6.71,43.2,7.3,47.4,2045.0,1,86082.0
Indian Village,1920.0,2,1.5,6595.0,1958,2.0,2.0,1,0,0,0,8.0,1.79,15.3,8.9,57.1,2026.0,0,492669.0
Corktown,1609.0,2,1.5,1200.0,1942,2.0,1.0,0,1,0,1,6.5,10.67,41.4,5.1,16.5,2363.0,0,241302.0
Boston-Edison,1558.0,4,2.0,5446.0,1951,1.5,0.0,1,0,0,1,,15.01,55.8,6.0,37.2,487.0,0,274493.0
Corktown,743.0,3,1.0,5279.0,1904,1.5,1.0,1,1,0,1,6.6,5.4,76.0,6.2,71.3,2834.0,0,210506.0
Boston-Edison,1243.0,2,1.0,2667.0,1941,2.0,2.0,0,1,0,1,7.3,11.61,50.1,6.0,45.0,1378.0,0,207651.0
Chadsey-Condon,2219.0,4,1.0,3884.0,1949,2.0,1.0,0,1,0,0,3.5,1.86,84.1,2.8,54.1,2383.0,0,16623.0
Lafayette Park,1290.0,4,1.5,1332.0,1938,2.0,0.0,1,1,0,0,4.9,8.53,29.6,6.5,25.1,2374.0,0,84204.0
Grandmont-Rosedale,1097.0,2,1.0,1680.0,1975,1.0,0.0,0,1,0,0,5.0,16.27,62.5,8.3,49.6,1500.0,0,18387.0
Warrendale,1169.0,3,1.5,4160.0,1987,1.0,1.0,1,1,0,0,4.8,10.98,53.4,4.8,59.5,1802.0,0,12000.0
Jefferson-Chalmers,684.0,2,1.5,3300.0,1953,1.0,0.0,1,1,1,1,5.7,11.31,68.9,5.5,27.2,1837.0,1,12000.0
Russell Woods,1059.0,1,1.0,3634.0,2004,2.0,0.0,1,1,0,0,4.2,12.88,74.5,5.9,44.7,1717.0,0,12000.0
Corktown,1951.0,3,1.0,6614.0,1951,2.0,2.0,0,1,0,0,5.2,11.15,29.0,7.1,39.4,2562.0,0,340533.0
University District,2029.0,3,1.5,4375.0,1954,2.0,2.0,1,1,0,0,7.2,8.94,25.4,5.4,45.0,1544.0,0,231704.0
Brightmoor,1016.0,3,2.0,4924.0,1940,2.0,0.0,0,1,1,1,4.1,3.51,100.0,4.1,58.6,1798.0,1,12000.0
Greenfield,2493.0,1,1.5,2836.0,1935,1.0,1.0,0,1,1,0,4.6,14.36,75.2,4.3,25.3,1743.0,0,63309.0
East English Village,1402.0,3,2.5,4484.0,1961,2.0,0.0,0,1,0,1,7.5,16.4,73.0,5.4,34.5,2226.0,0,31657.0
Russell Woods,1398.0,3,1.0,2586.0,1952,2.0,0.0,1,0,0,0,5.6,8.92,43.9,3.3,44.2,2524.0,0,12000.0
Palmer Woods,1286.0,3,1.5,4095.0,1913,2.0,2.0,1,1,0,0,,18.58,40.3,,30.8,1970.0,0,292175.0
Boston-Edison,1402.0,4,1.0,4335.0,1940,2.0,1.0,1,0,0,0,4.4,9.85,64.2,5.1,65.7,1715.0,0,184403.0
Indian Village,1509.0,2,2.0,5019.0,1940,2.0,0.0,1,1,1,0,6.2,7.05,53.9,7.2,50.4,2069.0,0,364287.0
Corktown,739.0,4,2.0,2605.0,1947,2.0,0.0,1,1,0,0,4.8,11.14,38.2,6.2,47.2,2809.0,0,203832.0
West Village,1683.0,4,1.5,7442.0,1952,1.5,1.0,1,0,0,1,7.2,3.71,44.5,6.8,40.3,2696.0,0,253253.0
Lafayette Park,1750.0,1,1.5,3911.0,1955,1.0,2.0,1,1,1,0,6.4,0.67,99.2,7.0,74.5,1804.0,0,231989.0
Sherwood Forest,1692.0,4,1.0,2188.0,1929,1.0,,1,1,1,1,,15.26,69.8,,,2222.0,0,146139.0
Jefferson-Chalmers,1610.0,2,1.5,6932.0,1960,2.0,1.0,1,1,0,1,5.8,0.5,63.1,4.4,47.4,2075.0,1,76173.0
Greenfield,1945.0,4,1.0,4887.0,1956,1.0,0.0,1,0,0,0,4.2,13.03,64.0,2.7,41.3,1693.0,0,12000.0
Lafayette Park,1351.0,2,1.5,6165.0,1946,1.5,1.0,1,1,0,1,6.4,6.57,74.0,7.8,55.1,1439.0,0,117806.0
West Village,2058.0,4,2.0,4881.0,1974,2.0,1.0,0,1,0,1,7.4,2.1,50.5,5.8,31.9,1437.0,0,309892.0
Chadsey-Condon,1476.0,4,3.0,4309.0,1963,1.0,0.0,1,0,1,0,4.1,4.66,81.2,1.9,52.2,1762.0,0,12000.0
Brightmoor,860.0,2,1.0,6606.0,1951,1.0,0.0,1,1,0,0,5.7,6.9,91.6,5.9,24.6,991.0,1,12000.0
Palmer Woods,1078.0,4,1.0,2929.0,1941,1.0,2.0,1,1,0,0,,7.45,46.2,,,1687.0,0,405303.0
University District,1914.0,2,1.5,4241.0,1976,1.0,1.0,0,0,0,0,6.3,7.98,62.1,7.2,31.8,1667.0,0,141086.0
Cody Rouge,1519.0,4,1.5,3052.0,1967,1.0,0.0,1,1,1,0,4.3,8.92,75.6,3.4,48.3,1526.0,0,12267.0
Corktown,1395.0,2,1.5,3113.0,1914,1.5,1.0,1,0,0,0,4.3,0.5,43.0,7.3,51.9,1381.0,0,263288.0
Corktown,1474.0,1,2.0,4137.0,1953,2.0,1.0,1,0,1,0,6.6,4.38,69.8,7.8,52.7,1447.0,0,268971.0
Grandmont-Rosedale,500.0,3,1.5,5872.0,1965,2.0,0.0,1,0,0,0,5.7,2.78,72.8,4.3,20.5,2491.0,1,12000.0
Warrendale,3193.0,4,1.0,9731.0,1988,1.0,1.0,1,0,0,1,3.4,9.78,77.7,4.0,51.6,2579.0,0,164179.0
East English Village,996.0,3,2.0,2961.0,1966,1.0,2.0,0,0,1,1,4.8,5.94,90.0,4.1,42.0,1704.0,0,12000.0
Corktown,1986.0,3,1.5,4937.0,1978,1.0,1.0,1,1,0,0,6.9,4.32,55.4,5.2,49.6,2446.0,0,312325.0
University District,1625.0,3,2.0,3297.0,1933,2.0,2.0,0,0,0,0,6.5,5.33,76.5,6.2,44.5,1394.0,0,154147.0
Lafayette Park,1385.0,4,2.0,6078.0,1942,2.0,0.0,1,1,0,0,2.8,8.7,60.8,8.4,34.7,2052.0,0,116411.0
Brightmoor,1444.0,4,1.0,5926.0,1907,2.5,1.0,0,1,0,0,4.1,8.59,100.0,4.3,57.5,2972.0,1,12000.0
Midtown,480.0,4,1.0,6216.0,1948,1.5,0.0,1,0,0,1,7.0,5.03,49.3,8.6,30.6,394.0,0,90351.0
West Village,1338.0,3,1.5,4007.0,1953,1.0,2.0,1,1,0,1,6.9,7.71,69.1,8.1,32.9,582.0,0,241841.0
Bagley,1383.0,3,1.0,5873.0,1915,2.0,0.0,1,1,0,0,4.5,8.92,77.2,4.3,40.8,1955.0,0,17491.0
Grandmont-Rosedale,1333.0,2,1.0,4056.0,1938,2.0,0.0,1,1,0,1,5.9,9.82,72.2,6.2,56.1,1449.0,0,34622.0
Greenfield,2009.0,3,2.0,7266.0,1949,2.0,2.0,1,1,0,1,6.7,5.06,71.2,4.3,41.4,1558.0,0,105812.0
Greenfield,1020.0,3,2.5,6449.0,1950,1.0,2.0,0,1,0,0,7.0,15.96,95.4,4.3,58.0,1355.0,0,12000.0
Grandmont-Rosedale,789.0,3,1.5,7491.0,1946,2.0,2.0,1,1,0,0,5.6,7.61,45.1,7.0,30.5,1262.0,0,37428.0
Greenfield,1212.0,3,2.0,5058.0,1963,1.0,1.0,0,1,0,0,5.4,7.79,77.3,3.4,54.7,1253.0,0,12000.0
Corktown,873.0,5,2.0,7825.0,1960,1.0,0.0,0,0,1,0,5.8,11.67,51.0,4.8,28.7,1871.0,0,186261.0
Greenfield,1009.0,2,1.0,4871.0,1897,1.0,0.0,1,1,0,0,3.0,1.65,73.6,5.2,25.7,1943.0,1,12000.0
East English Village,1440.0,3,1.5,6102.0,1967,1.0,0.0,0,1,0,1,3.9,6.83,51.4,5.7,37.9,2090.0,1,22005.0
Chadsey-Condon,1309.0,3,2.0,6811.0,1969,1.0,1.0,1,0,0,0,4.7,19.4,90.9,4.9,49.5,1419.0,0,12000.0
Greenfield,1617.0,4,1.0,7020.0,1935,1.0,0.0,1,0,0,0,4.8,6.21,93.9,5.3,57.4,3277.0,0,26367.0
Corktown,1696.0,2,2.0,3715.0,1913,2.0,0.0,1,1,0,0,7.2,4.7,51.0,7.3,48.6,3492.0,0,269172.0
Bagley,1378.0,4,1.5,6006.0,1957,1.0,1.0,1,1,0,0,5.2,4.1,36.9,5.2,38.7,2913.0,1,77031.0
Morningside,1503.0,5,1.0,4087.0,1934,1.0,0.0,1,1,0,0,5.3,4.25,81.2,5.6,52.4,1544.0,0,25717.0
East English Village,2079.0,2,1.0,2312.0,1946,1.0,1.0,1,1,0,0,2.2,16.38,70.1,4.1,44.2,2078.0,0,17004.0
Warrendale,1164.0,3,1.0,6469.0,1996,1.0,0.0,1,0,0,1,6.3,6.51,45.3,4.1,41.4,1319.0,0,15730.0
Indian Village,1084.0,3,1.5,1840.0,2001,2.0,0.0,1,1,0,1,6.6,6.9,47.5,6.9,56.9,1421.0,0,288563.0
Cody Rouge,657.0,2,1.0,2462.0,1939,2.0,1.0,1,0,0,0,4.0,5.0,100.0,2.8,41.9,1573.0,1,12000.0
Palmer Woods,1566.0,1,1.5,7897.0,1974,2.0,1.0,1,0,1,0,7.7,3.61,55.1,8.2,65.4,526.0,0,436791.0
Greenfield,1341.0,2,2.0,4624.0,1917,2.0,1.0,1,1,0,0,4.1,8.95,66.6,4.8,46.7,2486.0,0,12000.0
East English Village,1320.0,2,2.0,5798.0,1939,1.0,0.0,1,1,0,0,5.6,5.7,56.5,3.4,41.6,1075.0,0,12000.0
Lafayette Park,1744.0,3,2.5,5991.0,1931,2.0,1.0,1,1,0,1,6.4,0.5,49.3,7.1,41.8,1042.0,0,217111.0
Morningside,676.0,3,1.5,4400.0,1916,2.0,1.0,1,1,1,0,7.2,11.94,83.0,7.3,39.2,753.0,0,12000.0
Cody Rouge,1070.0,3,1.5,4548.0,1930,1.0,0.0,1,1,0,1,5.3,3.36,81.1,3.4,49.6,1672.0,0,12000.0
